Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Bioelectricity: A Quantitative Approach,378,"5, 4, 4, 4, 4, 3, 3, 3, 3, 3","410, 413, 1174, 380, 1421, 630, 370, 404, 504, 363","Fundamentals of Electrical Engineering, Nanotechnology: The Basics, Basic Physics, Introductory Human Physiology, Your Body in the World: Adapting to Your Next Big Adventure, College Algebra, Introduction to Mathematical Thinking, Control of Mobile Robots, Synapses, Neurons and Brains , Introduction to Physics"
Healthcare Innovation and Entrepreneurship,379,"3, 3, 3, 3, 3, 3, 3, 2, 2, 2","894, 546, 468, 1645, 840, 476, 1765, 986, 567, 789","Financial Literacy, Foundations of Business Strategy, Finance, The Art of Drawing and Painting, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Health Informatics in the Cloud, Introduction to Human Behavioral Genetics, So you want to work in the pharmaceutical industry, International Health Systems, Health Technology Assessment"
Introductory Human Physiology,380,"31, 29, 26, 26, 25, 24, 23, 22, 22, 22","499, 418, 384, 1444, 1468, 1417, 1418, 896, 383, 1351","Introduction to Pharmacy, Introduction to Philosophy, Medical Neuroscience, Good brain, bad brain: basics, Advanced Chemistry, The Human Body as a Machine, Understanding Common Diseases, Food, Nutrition & Your Health, Think Again: How to Reason and Argue, Introduction to Chemistry"
Introduction to Genetics and Evolution,381,"45, 43, 33, 30, 29, 29, 27, 27, 26, 26","442, 1149, 403, 1182, 388, 1580, 384, 736, 316, 427","CS50x: Introduction to Computer Science, Useful Genetics Part 2, Drugs and the Brain, Introduction to Dynamical Systems and Chaos, Computing for Data Analysis, DB: Introduction to Databases, Medical Neuroscience, Unpredictable? Randomness, Chance and Free Will, Information Theory, Heterogeneous Parallel Programming"
Introduction to Astronomy,382,"53, 37, 37, 37, 30, 28, 23, 21, 18, 17","997, 840, 401, 429, 1398, 1013, 1174, 1410, 709, 594","Astronomy: Discovering the Universe, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Galaxies and Cosmology, Creative, Serious and Playful Science of Android Apps, 数学之旅 The Journey of Mathematics, Mathematical Methods for Quantitative Finance, Basic Physics, 中医药与中华传统文化 Traditional Chinese Medicine and Chinese Culture, Analyzing the Universe, Building an Information Risk Management Toolkit"
Think Again: How to Reason and Argue,383,"64, 63, 58, 56, 56, 55, 53, 51, 50, 48","559, 1280, 900, 1482, 546, 1269, 418, 911, 893, 1586","Spanish Basics, Decision Skills: Power Tools to Build Your Life, Principles of Project Management, Introduction to Public Speaking, Foundations of Business Strategy, How to Change the World, Introduction to Philosophy, Moralities of Everyday Life, Big Data for Better Performance, Introduction to Computer Programming"
Medical Neuroscience,384,"83, 43, 41, 37, 27, 27, 27, 26, 26, 25","403, 449, 1368, 1418, 381, 1538, 1537, 346, 380, 499","Drugs and the Brain, Computational Neuroscience, Bioinformatic Methods I, Understanding Common Diseases, Introduction to Genetics and Evolution, Introduction to Clinical Neurology, How Viruses Cause Disease, Basic Behavioral Neurology, Introductory Human Physiology, Introduction to Pharmacy"
Learn to Program: The Fundamentals,385,"23, 21, 21, 20, 18, 17, 17, 17, 13, 13","442, 339, 390, 375, 452, 408, 374, 446, 553, 342","CS50x: Introduction to Computer Science, Algorithms, Part I, Learn to Program: Crafting Quality Code, Computer Science 101, Programming Languages, An Introduction to Interactive Programming in Python, Algorithms: Design and Analysis, Part 1, 6.00x: Introduction to Computer Science and Programming, UNSW Computing 1 - The Art of Programming, Computer Architecture"
Data Analysis,386,"109, 73, 73, 71, 68, 67, 63, 60, 56, 55","388, 334, 1349, 922, 893, 596, 361, 595, 968, 1243","Computing for Data Analysis, Statistics One, Data Analysis and Statistical Inference , Analytic Combinatorics, Big Data for Better Performance, Mathematical Biostatistics Boot Camp 1, Introduction to Statistics, Computational Methods for Data Analysis, Big Data in Education, Begin programming: build your first mobile game"
Principles of Obesity Economics,387,"6, 6, 6, 5, 4, 4, 4, 3, 3, 3","388, 386, 744, 1033, 896, 317, 1034, 436, 343, 370","Computing for Data Analysis, Data Analysis, Social and Economic Networks:  Models and Analysis, Mathematical Biostatistics Boot Camp 2, Food, Nutrition & Your Health, Model Thinking, Major Depression in the Population: A Public Health Approach, Microeconomics Principles, Gamification, Introduction to Mathematical Thinking"
Computing for Data Analysis,388,"440, 167, 127, 114, 109, 106, 93, 92, 87, 80","595, 1579, 1580, 893, 386, 1349, 427, 442, 736, 316","Computational Methods for Data Analysis, StatLearning: Statistical Learning, DB: Introduction to Databases, Big Data for Better Performance, Data Analysis, Data Analysis and Statistical Inference , Heterogeneous Parallel Programming, CS50x: Introduction to Computer Science, Unpredictable? Randomness, Chance and Free Will, Information Theory"
Clinical Problem Solving,389,"5, 5, 5, 5, 4, 4, 3, 3, 3, 3","1538, 348, 888, 1418, 664, 924, 657, 350, 480, 1447","Introduction to Clinical Neurology, Fundamentals of Pharmacology, Case-Based Introduction to Biostatistics, Understanding Common Diseases, Diabetes - a Global Challenge, HSPH-HMS214x: Fundamentals of Clinical Trials, Interprofessional Healthcare Informatics , Vaccines, Clinical Terminology for International Students, Good brain, bad brain: Parkinson's disease"
Learn to Program: Crafting Quality Code,390,"21, 9, 8, 8, 7, 6, 6, 6, 6, 6","385, 408, 553, 375, 442, 446, 328, 303, 374, 824","Learn to Program: The Fundamentals, An Introduction to Interactive Programming in Python, UNSW Computing 1 - The Art of Programming, Computer Science 101, CS50x: Introduction to Computer Science, 6.00x: Introduction to Computer Science and Programming, Compilers, Introduction to Databases, Algorithms: Design and Analysis, Part 1, Computer Networks"
Nutrition for Health Promotion and Disease Prevention,391,"62, 39, 25, 19, 18, 15, 14, 13, 13, 13","896, 478, 534, 497, 1485, 1417, 733, 403, 1418, 897","Food, Nutrition & Your Health, Nutrition and Physical Activity for Health, Nutrition, Health, and Lifestyle: Issues and Insights, Exercise Physiology: Understanding the Athlete Within, Food for Thought, The Human Body as a Machine, Epidemiology: The Basic Science of Public Health, Drugs and the Brain, Understanding Common Diseases, Foundations of Psychology"
Mathematical Biostatistics Bootcamp,392,"6, 6, 5, 5, 5, 5, 5, 4, 4, 3","1337, 1033, 386, 388, 505, 828, 596, 334, 1349, 1496","Linear Algebra - Foundations to Frontiers, Mathematical Biostatistics Boot Camp 2, Data Analysis, Computing for Data Analysis, Coding the Matrix: Linear Algebra through Computer Science Applications, Stat2.2x: Introduction to Statistics: Probability, Mathematical Biostatistics Boot Camp 1, Statistics One, Data Analysis and Statistical Inference , Introduction to Probability - The Science of Uncertainty"
"Contraception: Choices, Culture and Consequences",393,"4, 3, 3, 3, 3, 2, 2, 2, 2, 2","351, 1418, 467, 1051, 336, 682, 1196, 1074, 894, 889","A History of the World since 1300, Understanding Common Diseases, A Crash Course on Creativity, Economics of Money and Banking, Part One, Networked Life, More than a High Score: Videogames and Learning, Economics of Money and Banking, Part Two, Leadership for Real, Financial Literacy, Introduction to Public Speaking"
Aboriginal Worldviews and Education,394,"3, 3, 3, 3, 3, 3, 3, 3, 2, 2","1008, 1000, 869, 768, 866, 877, 874, 875, 772, 574","Educational Technology, Early Childhood Education, Effective Classroom Interactions: Supporting Young Children’s Development, Blended Teaching of World Languages, Teaching Character and Creating Positive Classrooms , Foundations of Teaching for Learning 4: Curriculum, Foundations of Teaching for Learning 1: Introduction, Foundations of Teaching for Learning 2: Being a Teacher, Creating Quality Online Instruction, Introduction to Openness in Education"
Health for All Through Primary Care,395,"6, 4, 3, 3, 3, 2, 2, 2, 2, 2","896, 535, 348, 1138, 391, 1418, 1415, 350, 1034, 343","Food, Nutrition & Your Health, Fundamentals of Human Nutrition, Fundamentals of Pharmacology, Understanding and Improving the US Healthcare System, Nutrition for Health Promotion and Disease Prevention, Understanding Common Diseases, Agriculture and the World We Live In, Vaccines, Major Depression in the Population: A Public Health Approach, Gamification"
An Introduction to the U.S. Food System: Perspectives from Public Health,396,"16, 12, 12, 12, 10, 9, 9, 9, 9, 9","1485, 534, 1036, 896, 481, 380, 391, 1568, 1368, 816","Food for Thought, Nutrition, Health, and Lifestyle: Issues and Insights, Statistical Reasoning for Public Health: Estimation, Inference, & Interpretation, Food, Nutrition & Your Health, Disaster Preparedness, Introductory Human Physiology, Nutrition for Health Promotion and Disease Prevention, Understanding Research: An Overview for Health Professionals, Bioinformatic Methods I, Child Nutrition and Cooking 2.0"
Community Change in Public Health,397,"16, 9, 8, 7, 6, 6, 6, 6, 6, 6","733, 1036, 888, 1039, 391, 923, 396, 1418, 1537, 660","Epidemiology: The Basic Science of Public Health, Statistical Reasoning for Public Health: Estimation, Inference, & Interpretation, Case-Based Introduction to Biostatistics, Saving Lives Millions at a Time: Global Disease Control Policies & Programs, Nutrition for Health Promotion and Disease Prevention, PH201x: Health and Society, An Introduction to the U.S. Food System: Perspectives from Public Health, Understanding Common Diseases, How Viruses Cause Disease, An Introduction to Global Health"
Neural Networks for Machine Learning,398,"14, 14, 8, 8, 8, 7, 7, 7, 7, 7","366, 835, 388, 373, 595, 386, 592, 1020, 1349, 1152","Learning from Data (Introductory Machine Learning course), Machine Learning, Computing for Data Analysis, Machine Learning, Computational Methods for Data Analysis, Data Analysis, Introduction to Artificial Intelligence, CS 7641, Machine Learning, Data Analysis and Statistical Inference , Data Mining with Weka"
Vaccine Trials: Methods and Best Practices,399,"4, 4, 4, 4, 4, 3, 3, 3, 3, 3","508, 400, 486, 651, 346, 505, 1007, 891, 688, 986","AIDS, The Social Context of Mental Health and Illness, Epigenetic Control of Gene Expression, Computational Molecular Evolution, Basic Behavioral Neurology, Coding the Matrix: Linear Algebra through Computer Science Applications, Introduction to Enterprise Computing, Networks Illustrated: Principles without Calculus, Programmed cell death, So you want to work in the pharmaceutical industry"
The Social Context of Mental Health and Illness,400,"9, 9, 8, 6, 6, 5, 5, 5, 5, 5","897, 981, 896, 486, 889, 992, 1005, 893, 892, 391","Foundations of Psychology, Understanding Dementia, Food, Nutrition & Your Health, Epigenetic Control of Gene Expression, Introduction to Public Speaking, DNA - from structure to therapy, Understanding the Origins of Crime, Big Data for Better Performance, Becoming Human: Anthropology, Nutrition for Health Promotion and Disease Prevention"
Galaxies and Cosmology,401,"60, 41, 37, 27, 25, 25, 23, 22, 22, 21","997, 709, 382, 415, 431, 825, 383, 1174, 1560, 442","Astronomy: Discovering the Universe, Analyzing the Universe, Introduction to Astronomy, Astrobiology and the Search for Extraterrestrial Life, How Things Work 1, Introductory Physics I with Laboratory, Think Again: How to Reason and Argue, Basic Physics, The Art of Photography, CS50x: Introduction to Computer Science"
Principles of Economics for Scientists,402,"6, 6, 5, 4, 4, 4, 4, 4, 4, 3","345, 403, 488, 1263, 1148, 912, 401, 436, 366, 385","Introduction to Finance, Drugs and the Brain, Principles of Macroeconomics, Beauty, Form & Function: An Exploration of Symmetry, Applications in Engineering Mechanics, Financial Markets, Galaxies and Cosmology, Microeconomics Principles, Learning from Data (Introductory Machine Learning course), Learn to Program: The Fundamentals"
Drugs and the Brain,403,"83, 38, 35, 35, 34, 33, 32, 30, 29, 27","384, 442, 1418, 1537, 499, 381, 1417, 896, 616, 1368","Medical Neuroscience, CS50x: Introduction to Computer Science, Understanding Common Diseases, How Viruses Cause Disease, Introduction to Pharmacy, Introduction to Genetics and Evolution, The Human Body as a Machine, Food, Nutrition & Your Health, Cryptography I, Bioinformatic Methods I"
Control of Mobile Robots,404,"109, 63, 51, 44, 39, 38, 38, 35, 34, 33","1475, 410, 1484, 1178, 1578, 1041, 855, 316, 1311, 414","Mobile Robotics, Fundamentals of Electrical Engineering, Embedded Systems - Shape The World, Programming Mobile Applications for Android Handheld Systems, Networking: Introduction to Computer Networking, Linear Circuits, Einführung in Computer Vision, Information Theory, Discrete Inference and Learning in Artificial Vision, Artificial Intelligence Planning"
Energy 101,405,"28, 26, 21, 21, 20, 19, 19, 19, 18, 18","679, 1174, 825, 383, 536, 431, 410, 925, 442, 1586","Energy, the Environment, and Our Future, Basic Physics, Introductory Physics I with Laboratory, Think Again: How to Reason and Argue, Global Sustainable Energy: Past, Present and Future, How Things Work 1, Fundamentals of Electrical Engineering, PHYS102x: Electricity & Magnetism, CS50x: Introduction to Computer Science, Introduction to Computer Programming"
"Computational Investing, Part I",406,"21, 20, 20, 19, 19, 17, 15, 14, 14, 14","894, 893, 460, 895, 1007, 982, 1217, 436, 1013, 468","Financial Literacy, Big Data for Better Performance, Introduction to Computational Finance and Financial Econometrics, Financial Planning, Introduction to Enterprise Computing, Monte Carlo Methods in Finance, Introduction to Applied Investing, Microeconomics Principles, Mathematical Methods for Quantitative Finance, Finance"
Computational Photography,407,"18, 17, 11, 8, 7, 6, 6, 6, 5, 5","1023, 1560, 1252, 611, 462, 322, 414, 309, 1178, 1243","CS 6475, Advanced Computational Photography, The Art of Photography, Improving your image: dental photography in practice, HLS1x: Copyright, Image and video processing: From Mars to Hollywood with a stop at the hospital, Computer Vision: The Fundamentals, Artificial Intelligence Planning, Probabilistic Graphical Models, Programming Mobile Applications for Android Handheld Systems, Begin programming: build your first mobile game"
