Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Principles of Electric Circuits: Part 1,1232,"28, 26, 25, 24, 20, 19, 19, 19, 19, 19","444, 931, 1184, 1185, 1227, 410, 447, 416, 1202, 388","6.002x: Circuits and Electronics, 16.101x: Introduction to Aerodynamics, Solar: Solar Cells, Fuel Cells and Batteries, QMSE01: Quantum Mechanics for Scientists and Engineers, Electronic Circuits, Fundamentals of Electrical Engineering, 3.091x: Introduction to Solid State Chemistry, Scientific Computing, Dark Matter in Galaxies: The Last Mystery, Computing for Data Analysis"
History of Chinese Architecture: Part 1,1233,"8, 7, 6, 5, 4, 4, 4, 4, 4, 4","1232, 983, 985, 978, 941, 1243, 713, 1047, 1176, 335","Principles of Electric Circuits: Part 1, Design 101 (or Design Basics), The Future Of Storytelling, Analysis of a Complex Kind, SW12x: China, Begin programming: build your first mobile game, Early Renaissance Architecture in Italy: from Alberti to Bramante, Designing Cities, Concepts in Game Development, Internet History, Technology, and Security"
Dynamics,1234,"28, 18, 17, 15, 13, 13, 13, 13, 12, 11","1148, 386, 1243, 1420, 1273, 1344, 413, 1055, 444, 404","Applications in Engineering Mechanics, Data Analysis, Begin programming: build your first mobile game, Haptics: Introduction to Haptics, Vehicle Dynamics I: Accelerating and Braking, Business Process Modeling and Analysis, Nanotechnology: The Basics, Neuronal Dynamics - Computational Neuroscience of Single Neurons, 6.002x: Circuits and Electronics, Control of Mobile Robots"
Our Energetic Earth,1235,"10, 10, 9, 9, 8, 8, 7, 7, 7, 7","1174, 1175, 1255, 1260, 983, 386, 413, 1203, 750, 941","Basic Physics, Climate Change, Introduction to ecosystems, The mind is flat: the shocking shallowness of human psychology, Design 101 (or Design Basics), Data Analysis, Nanotechnology: The Basics, Political Philosophy: An Introduction, Ocean Solutions, SW12x: China"
Discrete Time Signals and Systems,1236,"30, 28, 26, 26, 22, 19, 19, 19, 19, 18","1564, 1475, 423, 1496, 410, 404, 1041, 1176, 921, 930","AMRx: Autonomous Mobile Robots, Mobile Robotics, Digital Signal Processing, Introduction to Probability - The Science of Uncertainty, Fundamentals of Electrical Engineering, Control of Mobile Robots, Linear Circuits, Concepts in Game Development, Analysis of Algorithms, 16.110x: Flight Vehicle Aerodynamics"
工程圖學,1237,"5, 5, 5, 4, 4, 4, 4, 3, 3, 3","410, 1189, 1180, 1397, 689, 1198, 316, 405, 404, 949","Fundamentals of Electrical Engineering, Fundamentals of Electrical Engineering Laboratory, 基礎光學 I (Introduction to Optics I), 法与社会   Law and Society, 機率 (Probability), Introduction to Communication Science, Information Theory, Energy 101, Control of Mobile Robots, Instructional Methods in Health Professions Education"
Comprendre les Microcontrôleurs,1238,"13, 12, 12, 8, 8, 7, 7, 7, 6, 6","1243, 1186, 697, 376, 386, 444, 446, 1187, 1341, 1176","Begin programming: build your first mobile game, Principles of Reactive Programming, Conception et mise en œuvre d'algorithmes., Automata, Data Analysis, 6.002x: Circuits and Electronics, 6.00x: Introduction to Computer Science and Programming, L'art des structures 1 : Câbles et arcs, Introduction to Computer Science and Programming Using Python, Concepts in Game Development"
The Power of Markets,1239,"49, 36, 28, 27, 25, 24, 23, 23, 23, 22","649, 570, 684, 900, 902, 345, 894, 1004, 1137, 1014","Design Thinking for Business Innovation, Introduction to Business Communication, Markets with Frictions, Principles of Project Management, Strategic Management, Introduction to Finance, Financial Literacy, Online Advertising, An Introduction to Marketing, Financial Engineering and Risk Management Part I"
Learning From Data,1240,"37, 36, 30, 27, 19, 18, 15, 15, 15, 14","835, 366, 454, 893, 1152, 386, 600, 388, 795, 1480","Machine Learning, Learning from Data (Introductory Machine Learning course), Web Intelligence and Big Data, Big Data for Better Performance, Data Mining with Weka, Data Analysis, M101P: MongoDB for Developers, Computing for Data Analysis, Python for Informatics: Exploring Information, Intro to Data Science"
"Making Better Group Decisions: Voting, Judgement Aggregation and Fair Division",1241,"19, 13, 12, 11, 11, 11, 10, 10, 9, 9","317, 1444, 1280, 840, 744, 343, 1198, 383, 1269, 1584","Model Thinking, Good brain, bad brain: basics, Decision Skills: Power Tools to Build Your Life, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Social and Economic Networks:  Models and Analysis, Gamification, Introduction to Communication Science, Think Again: How to Reason and Argue, How to Change the World, Understanding and Detecting Deception"
K-12 Blended & Online Learning,1242,"7, 6, 5, 5, 5, 4, 4, 4, 4, 3","409, 874, 1531, 790, 1594, 879, 903, 1000, 784, 632","Fundamentals of Online Education: Planning and Application, Foundations of Teaching for Learning 1: Introduction,  K-12 Blended & Online Learning, Instructional Ideas and Technology Tools for Online Success, New School Creation, The Brain-Targeted Teaching® Model for 21st Century Schools, Teaching Adult Learners, Early Childhood Education, Designing an Exemplary Course, Introduction to Communication Science"
Begin programming: build your first mobile game,1243,"172, 74, 69, 65, 64, 63, 62, 60, 55, 55","1176, 1178, 1272, 446, 376, 408, 1341, 1186, 386, 442","Concepts in Game Development, Programming Mobile Applications for Android Handheld Systems, Mobiles for Development, 6.00x: Introduction to Computer Science and Programming, Automata, An Introduction to Interactive Programming in Python, Introduction to Computer Science and Programming Using Python, Principles of Reactive Programming, Data Analysis, CS50x: Introduction to Computer Science"
Cancer in the 21st century - the genomic revolution,1244,"14, 6, 5, 5, 5, 4, 4, 4, 4, 4","1254, 1418, 381, 1417, 597, 384, 896, 1493, 499, 403","Inside cancer, Understanding Common Diseases, Introduction to Genetics and Evolution, The Human Body as a Machine, Genes and the Human Condition (From Behavior to Biotechnology), Medical Neuroscience, Food, Nutrition & Your Health, Medicinal Chemistry: The Molecular Basis of Drug Discovery, Introduction to Pharmacy, Drugs and the Brain"
Causes of war,1245,"19, 19, 18, 17, 17, 15, 13, 13, 13, 13","418, 1278, 1444, 913, 1005, 383, 1574, 1361, 1262, 1340","Introduction to Philosophy, Understanding Terrorism and the Terrorist Threat, Good brain, bad brain: basics, Constitutional Law, Understanding the Origins of Crime, Think Again: How to Reason and Argue, How to read... a mind, Paradoxes of War, Web science: how the web is changing the world, International Human Rights"
Climate change: Challenges and solutions,1246,"10, 8, 8, 8, 8, 7, 6, 6, 6, 6","559, 1261, 1329, 1258, 1175, 725, 1005, 892, 1262, 1245","Spanish Basics, The secret power of brands, Climate Change in Four Dimensions, Sustainability, society and you, Climate Change, Introduction to Environmental Law and Policy, Understanding the Origins of Crime, Becoming Human: Anthropology, Web science: how the web is changing the world, Causes of war"
"Corpus linguistics: method, analysis, interpretation",1247,"27, 17, 15, 14, 14, 13, 13, 13, 12, 12","1444, 627, 343, 893, 1485, 418, 1313, 1535, 559, 1325","Good brain, bad brain: basics, Information Visualization, Gamification, Big Data for Better Performance, Food for Thought, Introduction to Philosophy, An Introduction to Functional Analysis, Music 1030: Introduction to Music, Spanish Basics, Introduction to Cybersecurity"
Critical listening for studio production,1248,"13, 12, 11, 11, 10, 10, 10, 9, 9, 9","1586, 1475, 525, 1477, 569, 383, 388, 1176, 1551, 559","Introduction to Computer Programming, Mobile Robotics, Introduction to Music Production, World Music, Exploring Engineering, Think Again: How to Reason and Argue, Computing for Data Analysis, Concepts in Game Development, General Semantics: An Approach to Effective Language Behavior, Spanish Basics"
Discover dentistry,1249,"6, 5, 4, 4, 3, 3, 3, 3, 3, 3","898, 1254, 1448, 896, 888, 380, 733, 397, 1538, 384","Introduction to Nursing in Healthcare, Inside cancer, Understanding Drugs and Addiction, Food, Nutrition & Your Health, Case-Based Introduction to Biostatistics, Introductory Human Physiology, Epidemiology: The Basic Science of Public Health, Community Change in Public Health, Introduction to Clinical Neurology, Medical Neuroscience"
England in the time of King Richard III,1250,"15, 14, 12, 12, 11, 10, 10, 9, 9, 9","892, 382, 1005, 897, 1255, 418, 1260, 1419, 1262, 944","Becoming Human: Anthropology, Introduction to Astronomy, Understanding the Origins of Crime, Foundations of Psychology, Introduction to ecosystems, Introduction to Philosophy, The mind is flat: the shocking shallowness of human psychology, 紅樓夢(The Red Chamber Dream), Web science: how the web is changing the world, HIST229x: Was Alexander Great? The Life, Leadership, and Legacies of History’s Greatest Warrior"
Fairness and nature: When worlds collide,1251,"14, 9, 8, 7, 7, 7, 7, 6, 6, 6","1260, 897, 985, 1245, 1314, 1261, 1243, 1449, 632, 710","The mind is flat: the shocking shallowness of human psychology, Foundations of Psychology, The Future Of Storytelling, Causes of war, Introduction to Strategic Thinking, The secret power of brands, Begin programming: build your first mobile game, A beginners’ guide to writing in English for university study, Introduction to Communication Science, Inspiring Leadership through Emotional Intelligence"
Improving your image: dental photography in practice,1252,"14, 14, 12, 12, 12, 12, 11, 10, 10, 9","382, 429, 840, 1276, 1560, 1023, 407, 1417, 1013, 663","Introduction to Astronomy, Creative, Serious and Playful Science of Android Apps, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Public Privacy: Cyber Security & Human Rights, The Art of Photography, CS 6475, Advanced Computational Photography, Computational Photography, The Human Body as a Machine, Mathematical Methods for Quantitative Finance, Constitutional Struggles in the Muslim World"
Innovation and enterprise,1253,"15, 13, 11, 10, 9, 9, 9, 8, 8, 8","1261, 1177, 1159, 785, 840, 1527, 1243, 546, 1473, 902","The secret power of brands, Innovation for Powerful Outcomes, Lead Like an Entrepreneur, Entrepreneurship and New Ventures, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Entrepreneurship 101: Who is your customer?, Begin programming: build your first mobile game, Foundations of Business Strategy, Leadership: Identity, Influence and Power, Strategic Management"
Inside cancer,1254,"45, 25, 21, 21, 19, 17, 16, 16, 16, 14","1418, 1417, 896, 384, 403, 1485, 1537, 534, 499, 1244","Understanding Common Diseases, The Human Body as a Machine, Food, Nutrition & Your Health, Medical Neuroscience, Drugs and the Brain, Food for Thought, How Viruses Cause Disease, Nutrition, Health, and Lifestyle: Issues and Insights, Introduction to Pharmacy, Cancer in the 21st century - the genomic revolution"
Introduction to ecosystems,1255,"30, 22, 21, 19, 17, 14, 13, 13, 12, 12","1175, 997, 1415, 1174, 892, 897, 896, 1417, 1418, 1416","Climate Change, Astronomy: Discovering the Universe, Agriculture and the World We Live In, Basic Physics, Becoming Human: Anthropology, Foundations of Psychology, Food, Nutrition & Your Health, The Human Body as a Machine, Understanding Common Diseases, Sociology"
Introduction to forensic science,1256,"53, 50, 46, 43, 35, 33, 30, 30, 28, 28","1280, 1182, 1580, 316, 442, 616, 427, 824, 1586, 388","Decision Skills: Power Tools to Build Your Life, Introduction to Dynamical Systems and Chaos, DB: Introduction to Databases, Information Theory, CS50x: Introduction to Computer Science, Cryptography I, Heterogeneous Parallel Programming, Computer Networks, Introduction to Computer Programming, Computing for Data Analysis"
Muslims in Britain: Changes and challenges,1257,"5, 4, 3, 3, 3, 3, 3, 3, 3, 3","1574, 1333, 503, 1005, 1135, 1040, 1245, 976, 617, 663","How to read... a mind, College Writing 2.1x: Principles of Written English, Modern European Mysticism and Psychological Thought, Understanding the Origins of Crime, The Music of the Beatles, Success - Achieve Success with Emotional Intelligence, Causes of war, The Emergence of the Modern Middle East, English Composition I: Achieving Expertise, Constitutional Struggles in the Muslim World"
"Sustainability, society and you",1258,"36, 28, 26, 19, 18, 18, 18, 17, 17, 17","1280, 744, 1261, 388, 383, 1482, 442, 1269, 679, 536","Decision Skills: Power Tools to Build Your Life, Social and Economic Networks:  Models and Analysis, The secret power of brands, Computing for Data Analysis, Think Again: How to Reason and Argue, Introduction to Public Speaking, CS50x: Introduction to Computer Science, How to Change the World, Energy, the Environment, and Our Future, Global Sustainable Energy: Past, Present and Future"
The discovery of the Higgs boson,1259,"18, 17, 11, 11, 11, 11, 10, 10, 10, 9","1334, 997, 1174, 1449, 825, 1496, 980, 415, 1182, 921","Relativity and Astrophysics, Astronomy: Discovering the Universe, Basic Physics, A beginners’ guide to writing in English for university study, Introductory Physics I with Laboratory, Introduction to Probability - The Science of Uncertainty, Reason and Persuasion: Thinking Through Three Dialogues By Plato, Astrobiology and the Search for Extraterrestrial Life, Introduction to Dynamical Systems and Chaos, Analysis of Algorithms"
The mind is flat: the shocking shallowness of human psychology,1260,"69, 39, 38, 28, 25, 25, 23, 23, 22, 21","897, 1262, 892, 1243, 1176, 424, 983, 1420, 1333, 985","Foundations of Psychology, Web science: how the web is changing the world, Becoming Human: Anthropology, Begin programming: build your first mobile game, Concepts in Game Development, A Beginner's Guide to Irrational Behavior, Design 101 (or Design Basics), Haptics: Introduction to Haptics, College Writing 2.1x: Principles of Written English, The Future Of Storytelling"
The secret power of brands,1261,"85, 66, 65, 55, 52, 51, 49, 49, 43, 41","1280, 1482, 840, 1004, 546, 893, 902, 900, 1473, 442","Decision Skills: Power Tools to Build Your Life, Introduction to Public Speaking, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Online Advertising, Foundations of Business Strategy, Big Data for Better Performance, Strategic Management, Principles of Project Management, Leadership: Identity, Influence and Power, CS50x: Introduction to Computer Science"
Web science: how the web is changing the world,1262,"39, 33, 28, 28, 26, 24, 24, 23, 23, 22","1260, 1176, 1243, 1333, 893, 892, 905, 1345, 864, 1449","The mind is flat: the shocking shallowness of human psychology, Concepts in Game Development, Begin programming: build your first mobile game, College Writing 2.1x: Principles of Written English, Big Data for Better Performance, Becoming Human: Anthropology, Writing for the Web, BI 4 Platform Innovation and Implementation, Student Thinking at the Core, A beginners’ guide to writing in English for university study"
"Beauty, Form & Function: An Exploration of Symmetry",1263,"31, 23, 16, 16, 15, 13, 12, 11, 11, 11","1264, 1645, 1636, 1335, 912, 1349, 704, 980, 1487, 1475","Introduction to Forensic Science, The Art of Drawing and Painting, Creative Problem Solving, UT.9.01x: Effective Thinking Through Mathematics, Financial Markets, Data Analysis and Statistical Inference , Confronting The Big Questions: Highlights of Modern Astronomy, Reason and Persuasion: Thinking Through Three Dialogues By Plato, Paradigms of Computer Programming, Mobile Robotics"
Introduction to Forensic Science,1264,"31, 23, 12, 8, 7, 6, 6, 6, 6, 5","1263, 1256, 1287, 1297, 912, 681, 1468, 1351, 380, 1575","Beauty, Form & Function: An Exploration of Symmetry, Introduction to forensic science, Survey of Forensics, Chemistry – Building Blocks of the World, Financial Markets, Human Evolution: Past and Future, Advanced Chemistry, Introduction to Chemistry, Introductory Human Physiology, Forensic Science and Criminal Justice"
"Natural Hazards & Society: Earthquakes, Tsunamis & Volcanoes",1265
人群与网络 People & Networks,1266,"7, 6, 5, 5, 5, 5, 4, 4, 4, 4","1279, 338, 744, 897, 1267, 446, 893, 316, 1341, 1326","Numbers for Life, Social Network Analysis, Social and Economic Networks:  Models and Analysis, Foundations of Psychology, 数据结构与算法  Data Structures and Algorithms, 6.00x: Introduction to Computer Science and Programming, Big Data for Better Performance, Information Theory, Introduction to Computer Science and Programming Using Python, 機器學習基石 (Machine Learning Foundations)"
数据结构与算法  Data Structures and Algorithms,1267,"25, 22, 19, 17, 16, 16, 16, 16, 14, 13","442, 1243, 1341, 339, 446, 340, 376, 671, 1176, 374","CS50x: Introduction to Computer Science, Begin programming: build your first mobile game, Introduction to Computer Science and Programming Using Python, Algorithms, Part I, 6.00x: Introduction to Computer Science and Programming, Algorithms, Part II, Automata, C++ For C Programmers, Concepts in Game Development, Algorithms: Design and Analysis, Part 1"
History of the Slave South,1268,"20, 17, 16, 14, 9, 9, 8, 8, 8, 8","1269, 911, 430, 703, 1343, 1534, 503, 418, 1005, 534","How to Change the World, Moralities of Everyday Life, The Modern World: Global History since 1760, Soul Beliefs: Causes and Consequences, Age of Jefferson, History 2020: U.S. History from 1877, Modern European Mysticism and Psychological Thought, Introduction to Philosophy, Understanding the Origins of Crime, Nutrition, Health, and Lifestyle: Issues and Insights"
How to Change the World,1269,"57, 55, 43, 41, 34, 25, 24, 24, 23, 23","911, 383, 703, 1327, 420, 1595, 559, 431, 627, 418","Moralities of Everyday Life, Think Again: How to Reason and Argue, Soul Beliefs: Causes and Consequences, What’s Your Big Idea?, Critical Thinking in Global Challenges, Deeper Learning 101, Spanish Basics, How Things Work 1, Information Visualization, Introduction to Philosophy"
艺术史,1270,"3, 3, 3, 3, 2, 2, 2, 2, 2, 2","1266, 1267, 1419, 669, 1211, 896, 355, 467, 962, 470","人群与网络 People & Networks, 数据结构与算法  Data Structures and Algorithms, 紅樓夢(The Red Chamber Dream), The New Nordic Diet - from Gastronomy to Health , Introduction to Computing 计算概论A, Food, Nutrition & Your Health, Listening to World Music, A Crash Course on Creativity, Project Management for Business Professionals, Technology Entrepreneurship Part 1"
Imagining Other Earths,1271,"19, 19, 19, 18, 17, 15, 14, 14, 13, 12","352, 339, 1334, 825, 1445, 1522, 709, 345, 997, 317","Fantasy and Science Fiction: The Human Mind, Our Modern World, Algorithms, Part I, Relativity and Astrophysics, Introductory Physics I with Laboratory, Exploring our oceans, Marine Megafauna: An Introduction to Marine Science and Conservation, Analyzing the Universe, Introduction to Finance, Astronomy: Discovering the Universe, Model Thinking"
Mobiles for Development,1272,"69, 49, 43, 41, 37, 31, 30, 28, 27, 24","1243, 1176, 1523, 1178, 795, 1586, 1016, 429, 599, 339","Begin programming: build your first mobile game, Concepts in Game Development, Building Mobile Experiences, Programming Mobile Applications for Android Handheld Systems, Python for Informatics: Exploring Information, Introduction to Computer Programming, CS 6210, Advanced Operating Systems, Creative, Serious and Playful Science of Android Apps, M101J: MongoDB for Java Developers, Algorithms, Part I"
Vehicle Dynamics I: Accelerating and Braking,1273,"26, 23, 21, 17, 13, 13, 13, 12, 12, 11","1274, 1475, 1275, 404, 569, 1381, 1234, 1185, 1491, 1484","Vehicle Dynamics II: Cornering, Mobile Robotics, Vehicle Dynamics III: Vertical oscillations, Control of Mobile Robots, Exploring Engineering, Introduction to Systems Engineering, Dynamics, QMSE01: Quantum Mechanics for Scientists and Engineers, AE1110x: Introduction to Aeronautical Engineering, Embedded Systems - Shape The World"
Vehicle Dynamics II: Cornering,1274,"26, 17, 15, 8, 7, 7, 7, 7, 6, 6","1273, 1275, 1475, 404, 1381, 930, 1491, 1185, 1182, 1420","Vehicle Dynamics I: Accelerating and Braking, Vehicle Dynamics III: Vertical oscillations, Mobile Robotics, Control of Mobile Robots, Introduction to Systems Engineering, 16.110x: Flight Vehicle Aerodynamics, AE1110x: Introduction to Aeronautical Engineering, QMSE01: Quantum Mechanics for Scientists and Engineers, Introduction to Dynamical Systems and Chaos, Haptics: Introduction to Haptics"
Vehicle Dynamics III: Vertical oscillations,1275,"21, 17, 14, 8, 8, 8, 7, 7, 6, 6","1273, 1274, 1475, 404, 1381, 1491, 1234, 1484, 1041, 931","Vehicle Dynamics I: Accelerating and Braking, Vehicle Dynamics II: Cornering, Mobile Robotics, Control of Mobile Robots, Introduction to Systems Engineering, AE1110x: Introduction to Aeronautical Engineering, Dynamics, Embedded Systems - Shape The World, Linear Circuits, 16.101x: Introduction to Aerodynamics"
Public Privacy: Cyber Security & Human Rights,1276,"21, 15, 15, 14, 14, 13, 12, 12, 12, 11","840, 382, 897, 429, 892, 1398, 1176, 1252, 1013, 663","Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Introduction to Astronomy, Foundations of Psychology, Creative, Serious and Playful Science of Android Apps, Becoming Human: Anthropology, 数学之旅 The Journey of Mathematics, Concepts in Game Development, Improving your image: dental photography in practice, Mathematical Methods for Quantitative Finance, Constitutional Struggles in the Muslim World"
Einführung in die Wahrscheinlichkeitstheorie,1277,"33, 27, 26, 24, 21, 20, 18, 17, 17, 17","442, 1182, 595, 388, 1579, 1580, 316, 1585, 616, 1280","CS50x: Introduction to Computer Science, Introduction to Dynamical Systems and Chaos, Computational Methods for Data Analysis, Computing for Data Analysis, StatLearning: Statistical Learning, DB: Introduction to Databases, Information Theory, Power and elegance of computational thinking, Cryptography I, Decision Skills: Power Tools to Build Your Life"
Understanding Terrorism and the Terrorist Threat,1278,"22, 19, 18, 16, 11, 10, 10, 9, 9, 8","701, 1245, 913, 1269, 1325, 1361, 418, 343, 1005, 1301","Terrorism and Counterterrorism: Comparing Theory and Practice, Causes of war, Constitutional Law, How to Change the World, Introduction to Cybersecurity, Paradoxes of War, Introduction to Philosophy, Gamification, Understanding the Origins of Crime, Understanding Europe: Why It Matters and What It Can Offer You"
Numbers for Life,1279,"43, 31, 30, 29, 24, 23, 21, 20, 16, 15","386, 1315, 978, 1335, 1337, 1243, 922, 370, 1160, 1386","Data Analysis, Basic Arithmetic, Analysis of a Complex Kind, UT.9.01x: Effective Thinking Through Mathematics, Linear Algebra - Foundations to Frontiers, Begin programming: build your first mobile game, Analytic Combinatorics, Introduction to Mathematical Thinking, DQ 101: Introduction to Decision Quality, Core Concepts in Data Analysis"
Decision Skills: Power Tools to Build Your Life,1280,"95, 85, 73, 71, 66, 63, 63, 59, 59, 59","1580, 1261, 1482, 736, 388, 383, 559, 1182, 595, 442","DB: Introduction to Databases, The secret power of brands, Introduction to Public Speaking, Unpredictable? Randomness, Chance and Free Will, Computing for Data Analysis, Think Again: How to Reason and Argue, Spanish Basics, Introduction to Dynamical Systems and Chaos, Computational Methods for Data Analysis, CS50x: Introduction to Computer Science"
Constructive Classroom Conversations: Mastering Language for the Common Core State Standards,1281,"9, 9, 9, 8, 8, 7, 7, 6, 5, 5","1557, 1143, 1319, 421, 968, 880, 1000, 876, 998, 1001","Designing for Deeper Learning: How to Develop Performance Tasks for the Common Core, Teaching Online: Reflections on Practice, Today's Online Teacher, E-learning and Digital Cultures, Big Data in Education, Common Core in Action: Literacy Across Content Areas, Early Childhood Education, Foundations of Teaching for Learning 3: Learners and Learning, Becoming a Confident Trainer, Education in a Changing World"
Villes africaines: une introduction à la planification urbaine / African cities : an introduction to urban planning,1282,"7, 7, 7, 7, 6, 6, 6, 6, 6, 5","849, 846, 417, 441, 1488, 650, 1298, 1605, 1335, 1744","Introduction à la programmation orientée objet (en C++), Analyse Numérique pour Ingénieurs, Information Security and Risk Management in Context, Introduction à la programmation orientée objet (en Java), Louv3.01x: Decouvrir la science politique, Designing and Executing Information Security Strategies, Introduction à la théorie de Galois, Éléments de Géomatique, UT.9.01x: Effective Thinking Through Mathematics, Bases matemáticas: Integrales"
The Subject is Sports,1283,"5, 5, 5, 4, 4, 4, 4, 4, 4, 3","901, 1285, 561, 518, 1344, 1181, 892, 308, 1284, 321","Sports and Recreation Management, Financial Accounting for Non-Financial Managers, Observing and Analysing Performance in Sport, Sports and Society, Business Process Modeling and Analysis, Innovation and Design Thinking, Becoming Human: Anthropology, Game Theory, Social Entrepreneurship: A Grassroots Revolution, 6.002x - Circuits and Electronics"
Social Entrepreneurship: A Grassroots Revolution,1284,"10, 10, 9, 7, 6, 6, 6, 5, 5, 5","995, 1181, 1285, 649, 1137, 1295, 1280, 695, 570, 1261","Changemaker MOOC: Social Entrepreneurship, Innovation and Design Thinking, Financial Accounting for Non-Financial Managers, Design Thinking for Business Innovation, An Introduction to Marketing, Planning Change and Innovation, Decision Skills: Power Tools to Build Your Life, Introduction to Programming for Digital Artists, Introduction to Business Communication, The secret power of brands"
Financial Accounting for Non-Financial Managers,1285,"30, 17, 15, 12, 11, 11, 10, 10, 10, 10","769, 1061, 625, 894, 895, 345, 999, 794, 1181, 1137","An Introduction to Financial Accounting, Accounting Cycle: The Foundation of Business Measurement and Reporting, An Introduction to Corporate Finance, Financial Literacy, Financial Planning, Introduction to Finance, Diagnosing the Financial Health of a Business, Project Management Basics, Innovation and Design Thinking, An Introduction to Marketing"
Isocrates,1286,"6, 6, 5, 5, 5, 5, 5, 4, 4, 4","1176, 1272, 900, 1243, 627, 1181, 926, 458, 974, 557","Concepts in Game Development, Mobiles for Development, Principles of Project Management, Begin programming: build your first mobile game, Information Visualization, Innovation and Design Thinking, 24.00x: Introduction to Philosophy: God, Knowledge and Consciousness, CSCI 1730 - Introduction to Programming Languages, The Fall and Rise of Jerusalem, Introduction to Complexity"
Survey of Forensics,1287,"12, 11, 5, 4, 4, 4, 4, 4, 4, 4","1264, 1256, 442, 599, 1005, 1297, 499, 352, 894, 893","Introduction to Forensic Science, Introduction to forensic science, CS50x: Introduction to Computer Science, M101J: MongoDB for Java Developers, Understanding the Origins of Crime, Chemistry – Building Blocks of the World, Introduction to Pharmacy, Fantasy and Science Fiction: The Human Mind, Our Modern World, Financial Literacy, Big Data for Better Performance"
Science of Relationships,1288,"7, 5, 4, 4, 4, 4, 4, 4, 4, 4","1040, 983, 988, 985, 1005, 749, 1314, 383, 1333, 632","Success - Achieve Success with Emotional Intelligence, Design 101 (or Design Basics), Giving with Purpose, The Future Of Storytelling, Understanding the Origins of Crime, Developing the Sociological Imagination, Introduction to Strategic Thinking, Think Again: How to Reason and Argue, College Writing 2.1x: Principles of Written English, Introduction to Communication Science"
Overcoming Barriers of Technology Adoption,1289,"5, 4, 4, 3, 3, 3, 3, 3, 3, 3","1181, 1299, 1295, 785, 1184, 950, 684, 890, 886, 1296","Innovation and Design Thinking, Statistical Mechanics: Algorithms and Computations, Planning Change and Innovation, Entrepreneurship and New Ventures, Solar: Solar Cells, Fuel Cells and Batteries, Practice Based Research in the Arts, Markets with Frictions, Great Economists: Classical Economics and its Forerunners, Engaging Students through Cooperative Learning, The Book of Matthew: 30 Life Changing Principles"
Badges: New Currency for Professional Credentials,1290,"3, 3, 3, 3, 3, 3, 3, 2, 2, 2","1181, 1295, 1296, 1285, 627, 1282, 1284, 1283, 790, 744","Innovation and Design Thinking, Planning Change and Innovation, The Book of Matthew: 30 Life Changing Principles, Financial Accounting for Non-Financial Managers, Information Visualization, Villes africaines: une introduction à la planification urbaine / African cities : an introduction to urban planning, Social Entrepreneurship: A Grassroots Revolution, The Subject is Sports, Instructional Ideas and Technology Tools for Online Success, Social and Economic Networks:  Models and Analysis"
Quantitative Methods for Business,1291,"9, 8, 8, 8, 7, 7, 7, 6, 6, 6","1344, 460, 902, 1217, 570, 895, 1349, 962, 894, 468","Business Process Modeling and Analysis, Introduction to Computational Finance and Financial Econometrics, Strategic Management, Introduction to Applied Investing, Introduction to Business Communication, Financial Planning, Data Analysis and Statistical Inference , Project Management for Business Professionals, Financial Literacy, Finance"
GIS Basics,1292,"6, 6, 5, 5, 4, 4, 4, 4, 4, 4","676, 1243, 1285, 900, 917, 1176, 794, 627, 1221, 452","Maps and the Geospatial Revolution, Begin programming: build your first mobile game, Financial Accounting for Non-Financial Managers, Principles of Project Management, EDUC115N: How to Learn Math, Concepts in Game Development, Project Management Basics, Information Visualization, Use Mapping to Position Your Brand, Programming Languages"
Ethical Leadership,1293,"8, 7, 7, 7, 6, 6, 6, 5, 5, 5","710, 902, 794, 900, 929, 840, 1295, 905, 1344, 470","Inspiring Leadership through Emotional Intelligence, Strategic Management, Project Management Basics, Principles of Project Management, 3.086x: Innovation and Commercialization, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Planning Change and Innovation, Writing for the Web, Business Process Modeling and Analysis, Technology Entrepreneurship Part 1"
Perspectives on Disability,1294,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1","1289, 896, 1138, 1286, 1181, 1287, 1143, 1284, 463, 458","Overcoming Barriers of Technology Adoption, Food, Nutrition & Your Health, Understanding and Improving the US Healthcare System, Isocrates, Innovation and Design Thinking, Survey of Forensics, Teaching Online: Reflections on Practice, Social Entrepreneurship: A Grassroots Revolution, Grow to Greatness: Smart Growth for Private Businesses, Part II, CSCI 1730 - Introduction to Programming Languages"
Planning Change and Innovation,1295,"7, 7, 7, 6, 6, 6, 6, 6, 5, 4","383, 1181, 1177, 677, 1040, 1285, 1284, 1293, 1296, 530","Think Again: How to Reason and Argue, Innovation and Design Thinking, Innovation for Powerful Outcomes, Creativity, Innovation, and Change, Success - Achieve Success with Emotional Intelligence, Financial Accounting for Non-Financial Managers, Social Entrepreneurship: A Grassroots Revolution, Ethical Leadership, The Book of Matthew: 30 Life Changing Principles, Leading Strategic Innovation in Organizations"
