Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Course Name,Course Id
Programming for Everybody (Python),1957,"132.16951827695303, 68.2289384404817, 53.233698477595276, 47.369750587128955, 44.13448060648133, 40.155872698239065, 26.712599455885105, 25.01768986661168, 24.970674246439774, 24.790560938075206","408, 1341, 1713, 1010, 320, 2013, 1243, 1850, 325, 324","An Introduction to Interactive Programming in Python (Part 1), 6.00.1x: Introduction to Computer Science and Programming Using Python, R Programming, DCO042 - Python For Informatics, Introduction to Computer Science, Programming Foundations with Python: Learn Object-Oriented Programming, Begin Programming: Build your First Mobile Game, Creative coding, Programming Languages, Web Development"
Çok Değişkenli Fonksiyonlarda Türev ve Entegral II: İleri Konular ve Uygulamalar / Multivariable Calculus II: Applications and Advanced Topics,1958,"1.8110459433040076, 1.5333333333333334, 1.3989247311827955, 1.2384649122807019, 1.0953815261044177, 1.068965486004167, 1.0333333333333334, 0.8733333333333333, 0.8297058823529412, 0.7833333333333333","1412, 563, 1812, 1725, 1033, 2161, 1076, 1717, 1719, 515","Çok Değişkenli Fonksiyonlarda Türev ve Entegral I: Temel Kavram ve Yöntemler / Multivariable Calculus I: Fundamental Concepts and Basic Techniques, Calculus One, Massively Multivariable Open Online Calculus Course, Algorithmic Thinking (Part 1), Mathematical Biostatistics Boot Camp 2, Learning How to Learn: Powerful mental tools to help you master tough subjects, Calculus Two: Sequences and Series, Statistical Inference, Practical Machine Learning, Pre-Calculus"
Better Conversations with Aphasia,1959,"11.114754369698106, 8.231026612276612, 5.71062826062826, 5.115754408685781, 5.0391034258193415, 4.757297219688525, 4.529735105228302, 3.766076881774556, 3.7144564890200247, 3.6226072551539845","1961, 1975, 384, 1746, 797, 1447, 2202, 606, 2201, 981","Perioperative Fluid Therapy, Dysphagia: Swallowing Difficulties and Medicines, Medical Neuroscience, SP2L: Human Performance Optimization, The Basics of Exercise Programs for Older Adults, Good brain, bad brain: Parkinson's disease, Smarter Eating For Better Performance, ""Pay Attention!!"" ADHD Through the Lifespan, Cardiovascular Responses To Exercise, Understanding Dementia"
Introduction to Digital Curation,1960,"4.710800888545609, 3.9439374199292123, 3.6164942389040506, 2.9816359255885017, 2.960487646302741, 2.8687042447992774, 2.2545415670981486, 2.0833114083679902, 2.013853511457844, 2.0074401973858493","1965, 905, 1955, 1927, 1918, 1966, 1714, 1883, 1961, 1967","30 Days of TED, Writing for the Web, The Design Process, ECFS311x: Becoming a Resilient Person - The Science of Stress Management, , Basics of e-Commerce, Getting and Cleaning Data, Study Skills for  Academic Success, Perioperative Fluid Therapy, Becoming a Blended Learning Designer"
Perioperative Fluid Therapy,1961,"11.114754369698106, 7.865340996722577, 7.1850658113816, 6.0042779717702315, 5.930343172908963, 5.830451215451214, 5.700427438059017, 5.463367720179154, 5.446581874867478, 5.314250610064145","1959, 1418, 2024, 2891, 389, 1887, 1447, 2201, 819, 2202","Better Conversations with Aphasia, Understanding Common Diseases, AT1X: AnatomyX: Musculoskeletal Cases, CPR, AED and First Aid, Clinical Problem Solving, Vital Signs: Understanding What the Body Is Telling Us, Good brain, bad brain: Parkinson's disease, Cardiovascular Responses To Exercise, Hippocrates Challenge, Smarter Eating For Better Performance"
"American Cuisine: Chefs, Authors and Critics",1962,"3.5332587038469394, 3.1003786753786757, 2.8367650140405036, 1.7629652210534563, 1.727692092553864, 1.6198412698412699, 1.272607376283847, 1.1558114320409403, 1.146601389093649, 1.0645645645645647","1922, 519, 1866, 816, 896, 669, 1485, 1418, 535, 1882","Innovators of American Cuisine: A History of the Culinary Arts in the U.S., The Science of Gastronomy, Wonderful Styles of Food and Beverage around the World, Child Nutrition and Cooking 2.0, Food, Nutrition & Your Health, The New Nordic Diet - from Gastronomy to Health , CHEM181x: Food for Thought, Understanding Common Diseases, Fundamentals of Human Nutrition, The History of Terrorism"
Fundamentals of Energy Resources,1963,"4.7152616692628815, 4.006114889756112, 3.576147186147186, 2.6934512891083084, 2.498092962853605, 2.2618232009536356, 2.0717538741451786, 1.827208419599724, 1.641143993829416, 1.5869825220280227","2055, 569, 1934, 840, 1925, 1590, 1589, 1307, 679, 331","Our Energy Future, Exploring Engineering, GP202: Reservoir Geomechanics, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Sustainable Energy Innovation, Physical Geology for Science and Engineering majors, Hydraulic fracturing and water resources, Fundamentals of Global Energy Business, Energy, the Environment, and Our Future, Calculus: Single Variable"
30 Days of TED,1965,"9.58513187309909, 8.397517331658964, 7.923824186766132, 7.261596563512795, 7.133909531275281, 6.9374907390385365, 6.559741670770662, 6.155235569996815, 6.123363522725622, 5.883615370389562","1072, 2887, 866, 2278, 1927, 1905, 998, 1937, 1883, 1955","Discover Your Value, Introduction to Learning Technologies, Teaching Character and Creating Positive Classrooms , Teaching Flipped, ECFS311x: Becoming a Resilient Person - The Science of Stress Management, Shaping the Way We Teach English, 1: The Landscape of English Language Teaching, Becoming a Confident Trainer, Managing my money, Study Skills for  Academic Success, The Design Process"
Basics of e-Commerce,1966,"13.061958239184522, 8.438860898974959, 8.18506819625085, 6.434862871854222, 5.309258055941322, 4.533192073676064, 4.128268110133863, 3.399569606268424, 3.3300155624689065, 3.1532683861660313","2294, 1217, 840, 710, 1137, 1955, 1740, 1930, 1927, 1004","Foundations of E-Commerce , Introduction to Applied Investing, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Inspiring Leadership through Emotional Intelligence, Introduction to Marketing, The Design Process, Enhance Your Career and Employability Skills, Sustainability and Business Innovation, ECFS311x: Becoming a Resilient Person - The Science of Stress Management, Online Advertising"
Becoming a Blended Learning Designer,1967,"5.728453749988815, 3.4994619020934805, 3.4215362478520372, 2.935734556980687, 2.925937891203221, 2.8461734178861775, 2.7834319752158625, 2.779559986049756, 2.7343793968793966, 2.72065708694545","790, 1830, 1955, 1280, 3167, 903, 1965, 774, 1823, 3174","Instructional Ideas and Technology Tools for Online Success, Design Thinking, The Design Process, Decision Skills: Power Tools to Build Your Life, Reflective Practice for Adult Educators, Teaching Adult Learners, 30 Days of TED, Instructional Design for Mobile Learning, Design Kit: the Course for Human-Centered Design, Personalized and Student-Centered Learning"
Climate Science Connections: Water in the West,1968,"1.4085678210678207, 1.3233678157591202, 1.158008658008658, 0.9333333333333333, 0.9042841216754259, 0.8967907092907093, 0.7990079365079364, 0.7850122100122099, 0.7285714285714286, 0.7239010989010988","1364, 1175, 1589, 1643, 1873, 1476, 1957, 485, 434, 1638","Water Supply and Sanitation Policy in Developing Countries, Climate Change, Hydraulic fracturing and water resources, Mining Engineering, ATOC185x: Natural Disasters, Water in a Thirsty World, Programming for Everybody (Python), Animal Behaviour, Introduction to Sustainability, Contemporary Issues in Ocean Governance"
Representaciones Culturales de las Sexualidades ,1969,"1.1893120732458224, 1.1065656565656565, 0.8336773305813554, 0.8065998329156223, 0.75, 0.7376314009769149, 0.6856627918442475, 0.6681869565324703, 0.640909090909091, 0.6217948717948718","453, 661, 738, 2083, 2582, 1750, 2010, 2066, 1359, 1201","The Hardware/Software Interface, Ser más creativos, Egiptología (Egyptology), Democracia y decisiones públicas. Introducción al análisis de políticas públicas, English for Teaching Purposes, Assessment and Teaching of 21st Century Skills, Presumed Innocent? The Social Science of Wrongful Conviction, e-Learning Ecologies, The Clinical Psychology of Children and Young People, The DO School Start-Up Lab"
CSR & Value Creation,1970,"2.327369709184681, 2.2196033197968186, 1.2674620177762361, 1.0689428391198796, 0.9826305403075807, 0.9246031746031746, 0.8899253731343284, 0.8675927042306354, 0.8661029261496551, 0.8420403126285481","1930, 1137, 1966, 562, 1473, 2065, 1081, 900, 1955, 2140","Sustainability and Business Innovation, Introduction to Marketing, Basics of e-Commerce, Services Marketing - Selling the Invisible, Leadership: Identity, Influence and Power, Supply Chain Management: A Learning Perspective , La Responsabilidad Social Corporativa: Ruta a la Sostenibilidad, Principles of Project Management, The Design Process, CTL.SC1x: Supply Chain and Logistics Fundamentals"
L'esprit entrepreneurial,1971,"4.613213307555666, 4.32876809077553, 4.139894468755167, 2.560635037667525, 2.266914284736245, 2.224221356184434, 1.6553288802127943, 1.4795645497903331, 1.4124562977609978, 1.4035119730264976","2300, 1972, 1973, 840, 461, 2188, 2097, 852, 1499, 1137","ABC De La Gestion de projet, Gestion des conflits, Introduction au marketing, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, How to Build a Startup, Growth Hacking : Outils et méthodes pour booster votre startup, Devenir Entrepreneur De L’innovation Par Le Design Thinking, Aléatoire : une introduction aux probabilités , Du manager au leader, Introduction to Marketing"
Gestion des conflits,1972,"4.32876809077553, 2.4982922824302136, 2.19824657763919, 2.1916836133215445, 2.083589743589744, 1.5523693190442776, 1.5037393162393162, 1.4803553930919955, 1.2639132843526408, 1.1643389001170088","1971, 1644, 1973, 1786, 1473, 2097, 2263, 1450, 1499, 1610","L'esprit entrepreneurial, Negotiation and Conflict Resolutio, Introduction au marketing, Learn how to lead, Leadership: Identity, Influence and Power, Devenir Entrepreneur De L’innovation Par Le Design Thinking, Introduction to Negotiation, MM001: Créer un plan de communication efficace, Du manager au leader, Analyse Financière"
Introduction au marketing,1973,"7.662979260221855, 4.139894468755167, 2.6190435092333826, 2.5035058840158646, 2.4529782662088353, 2.19824657763919, 2.168439330149935, 2.1457467057796, 1.8419622571521306, 1.6873401534526853","1137, 1971, 1610, 562, 560, 1972, 1261, 2217, 1300, 1208","Introduction to Marketing, L'esprit entrepreneurial, Analyse Financière, Services Marketing - Selling the Invisible, Services Marketing - The Next Level, Gestion des conflits, The Secret Power of Brands, Digital Marketing: Challenges and Insights, Evaluation financière de l'entreprise, Grundlagen des Marketing"
Introduction to Computational Arts: Audio,1974,"7.25846958406561, 5.653823445453636, 4.986681292022446, 4.1970368925415205, 4.146352347760175, 3.9023717371108027, 3.2998958887116783, 2.918481726510864, 2.5052393519145437, 2.2423742827205824","686, 506, 525, 851, 1358, 1831, 1819, 1535, 1853, 1697","Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Introduction to Digital Sound Design, Introduction to Music Production, Introduction to Programming for Musicians and Digital Artists, Fundamentals of Music Theory, Play With Your Music, Introduction to Computational Arts: Visual Arts, Introduction to Music (MUSC-1030), Creativity: Music to My Ears, Introduction to Computational Arts: Processing"
Dysphagia: Swallowing Difficulties and Medicines,1975,"8.231026612276612, 5.802189428554255, 5.089923324749921, 3.769569601354256, 2.8213773476068553, 2.7707176810117984, 2.4841269841269837, 2.2873733782557313, 1.9806184012066366, 1.969788463170816","1959, 1977, 1418, 1887, 1254, 1851, 1961, 1447, 1606, 1538","Better Conversations with Aphasia, Obesity: causes and consequences, Understanding Common Diseases, Vital Signs: Understanding What the Body Is Telling Us, Inside Cancer: How Genes Influence Cancer Development, The Science of Medicines, Perioperative Fluid Therapy, Good brain, bad brain: Parkinson's disease, Understanding the Brain: The Neurobiology of Everyday Life, Introduction to Clinical Neurology"
Obesity: causes and consequences,1977,"23.62019394506176, 12.58580304411661, 9.836514542989875, 9.038478727155194, 8.655608798356289, 7.897224372018671, 6.984022990067289, 6.940483604616137, 6.93893889503063, 6.01143598556852","896, 478, 2202, 797, 1417, 1808, 2154, 796, 535, 534","Food, Nutrition & Your Health, Nutrition and Physical Activity for Health, Smarter Eating For Better Performance, The Basics of Exercise Programs for Older Adults, The Human Body as a Machine, The Meat We Eat, NUTR101x: Introduction to Nutrition – Food for Health, Sustainable Healthy Diets, Fundamentals of Human Nutrition, Nutrition, Health, and Lifestyle: Issues and Insights"
Teaching goes massive: new skills required,1978,"7.324656008890535, 6.462007698915594, 6.397355707519927, 4.354024456683692, 3.7355631837754872, 3.651814302846911, 3.4458771488616735, 3.053699273517048, 2.9796478323663997, 2.709343162875771","1750, 1444, 1808, 989, 1143, 1393, 1764, 2091, 1387, 421","Assessment and Teaching of 21st Century Skills, Good Brain, Bad Brain: Basics, The Meat We Eat, Thinking Like a Writer, Teaching Online: Reflections on Practice, Learning to Teach Online, Applying Principles of Behavior in the K-12 Classroom, Mastering Academic Research: Information Skills for Successful Students, Introduction to Neuroeconomics: how the brain makes decisions, E-learning and Digital Cultures"
"FPP.1x: Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",1980,"14.305240431556225, 6.1901887896616055, 5.766510341510342, 4.224162944323576, 3.353979100522274, 3.0781605218584147, 2.8785858394209174, 2.6971099939657797, 2.692884225624163, 2.3748835528454975","1982, 345, 1981, 1051, 1850, 436, 1387, 1957, 473, 1013","DSAx: Debt Sustainability Analysis, Introduction to Finance, ESRx: Energy Subsidy Reform, Economics of Money and Banking, Part One, Creative coding, Microeconomics Principles, Introduction to Neuroeconomics: how the brain makes decisions, Programming for Everybody (Python), Development Economics, Mathematical Methods for Quantitative Finance"
ESRx: Energy Subsidy Reform,1981,"5.766510341510342, 4.583138504527004, 3.3163009404388717, 1.0833333333333333, 1.0713109354413701, 1.0010857661813592, 0.9755601996981307, 0.8381433381433381, 0.8144979203802734, 0.8129776021080368","1980, 1982, 2560, 2442, 2448, 1307, 2457, 372, 308, 2484","FPP.1x: Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis, DSAx: Debt Sustainability Analysis, Medical Education in the New Millennium, PHYS201x: Waves & Optics, Introduction to Cyber Security, Fundamentals of Global Energy Business, Supporting English Language Learners under New Standards, Introduction to Operations Management, Game Theory, Climate Change Science and Negotiations"
DSAx: Debt Sustainability Analysis,1982,"14.305240431556225, 4.583138504527004, 2.6095238095238096, 2.114736717282015, 1.5611111111111111, 1.5565370890094394, 1.4847275263783641, 1.2767650602526328, 1.2306185582252425, 1.2247474747474747","1980, 1981, 966, 473, 2472, 2366, 912, 2021, 308, 2667","FPP.1x: Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis, ESRx: Energy Subsidy Reform, Intro to Sustainability, Development Economics, Water201x: Urban Water - Innovations for Environmental Sustainability, 11.126x: Introduction to Game Design, Financial Markets, Crime101x: The Psychology of Criminal Justice, Game Theory, The Bilingual Brain"
COMP102.1x: Introduction to Java Programming – Part 1,1983,"65.43486630202526, 20.049470038229313, 18.945624419616212, 16.266969347085926, 14.26811261172624, 13.160857802333336, 12.2107547384465, 11.5603203330276, 11.411351346480846, 11.095892381182628","831, 1341, 2420, 2813, 339, 2051, 1586, 599, 529, 1243","Introduction to Programming in Java, 6.00.1x: Introduction to Computer Science and Programming Using Python, Java SE - Standart Edition, IT.1.1x: Introduction to Programming with Java - Part 1: Starting to Program in Java, Algorithms, Part I, Develop Java Embedded Applications Using a Raspberry Pi, Introduction to Computer Programming, M101J: MongoDB for Java Developers, Creative Programming for Digital Media & Mobile Apps, Begin Programming: Build your First Mobile Game"
7.QBWx: Quantitative Biology Workshop,1984,"15.168093303660768, 6.644945277638182, 4.703372477683798, 3.156832607446311, 3.0998300463252306, 2.885792910792911, 2.513926443926444, 2.4323473651985634, 2.3402238648732334, 2.290838454146309","637, 1341, 2012, 381, 444, 1779, 2907, 945, 491, 742","7.00x: Introduction to Biology - The Secret of Life, 6.00.1x: Introduction to Computer Science and Programming Using Python, Bioinformatics: Life Sciences on Your Computer, Introduction to Genetics and Evolution, 6.002x: Circuits and Electronics, 6.00.2x: Introduction to Computational Thinking and Data Science, 7.28.1x: Molecular Biology: DNA Replication and Repair, MEDX202-01x: Genomic Medicine Gets Personal, Network Analysis in Systems Biology, 2.01x: Elements of Structures"
BMPR365x: Vocal Recording Technology,1985,"24.012587085399684, 12.251184852953422, 7.657291276778805, 7.564454600405362, 7.248796740966935, 5.245844494884021, 5.1874886977970895, 4.735901289419737, 4.593688375601871, 4.101584282360342","1486, 525, 1726, 523, 522, 686, 1805, 521, 1831, 1853","MB110x: Introduction to the Music Business, Introduction to Music Production, Developing Your Musicianship, Songwriting, Introduction to Guitar, Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics, Introducing Entrepreneurship for Musicians, Jazz Improvisation, Play With Your Music, Creativity: Music to My Ears"
SW12.6x: China (Part 6): The Manchus and the Qing,1986,"17.18948894769791, 8.836375394584351, 4.341999470787503, 3.10542686002746, 2.406155614364569, 1.9102706923195936, 1.8492294345784852, 1.6527784104018612, 1.47163180484076, 1.4184157573223868","2058, 2061, 941, 1988, 2060, 1617, 442, 1845, 2055, 331","Origins and Progression of Sports in America, Innovation: the key to business success, SW12x: China,  SW12.5x: China (Part 5): From Global Empire to Global Economy, Starting a business: realise your vision, SW12.2x: China (Part 2): The Creation and End of a Centralized Empire, CS50x: Introduction to Computer Science, SW12.4x: China (Part 4): A New National Culture, Our Energy Future, Calculus: Single Variable"
3.091x: Introduction to Solid State Chemistry,1987,"4.06414052822746, 3.665330721909669, 3.0061015337914077, 2.5433689934756627, 2.3621973021973015, 2.256213502508007, 2.0687761764002603, 2.0411050061050062, 2.0128299396681752, 1.7975233426704014","1456, 742, 447, 637, 1989, 444, 1297, 858, 437, 331","Introduction to Physical Chemistry, 2.01x: Elements of Structures, 3.091x: Introduction to Solid State Chemistry, 7.00x: Introduction to Biology - The Secret of Life, MAS.S69x: Big Data and Social Physics, 6.002x: Circuits and Electronics, Chemistry – Building Blocks of the World, 8.MReVx: Mechanics ReView, Introductory Organic Chemistry - Part 1, Calculus: Single Variable"
 SW12.5x: China (Part 5): From Global Empire to Global Economy,1988,"3.10542686002746, 2.8133411609030796, 2.516483803552769, 1.7380341880341879, 1.4703815261044175, 1.4666666666666666, 1.4616858237547892, 1.101305683563748, 1.069216345532135, 0.8953815261044178","1986, 941, 442, 610, 1870, 940, 1874, 612, 1714, 1231","SW12.6x: China (Part 6): The Manchus and the Qing, SW12x: China, CS50x: Introduction to Computer Science, ER22.1x: Justice, USW30x: Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You, AI12.2x: Poetry in America: Whitman
, SPU30x: Super-Earths And Life, PH278x: Human Health and Global Environmental Change, Getting and Cleaning Data, HKS211.2x: Central Challenges of American National Security, Strategy, and the Press"
MAS.S69x: Big Data and Social Physics,1989,"7.3165996315589155, 6.214440169331472, 4.827375865688222, 4.550436632396603, 4.120115459589143, 3.8041623492487533, 3.751392480068951, 3.7418168442913067, 3.235784375748004, 3.067062750962432","1341, 1779, 1849, 1948, 444, 1623, 742, 1780, 1712, 1386","6.00.1x: Introduction to Computer Science and Programming Using Python, 6.00.2x: Introduction to Computational Thinking and Data Science, Machine Learning 3—Reinforcement Learning, Big Data applications and Analytics, 6.002x: Circuits and Electronics, 15.071x: The Analytics Edge, 2.01x: Elements of Structures, 6.SFMx: Street-Fighting Math, The Data Scientist’s Toolbox, Core Concepts in Data Analysis"
Innovación y Emprendimiento,1990,"2.5189448408488655, 2.5083602237319442, 2.1582869511440936, 2.14295395498403, 2.1229168492326385, 1.885587029294123, 1.784965501352056, 1.729572283458838, 1.6573312232682957, 1.4177123822341517","2455, 1428, 2008, 2343, 2456, 1163, 840, 461, 734, 2347","Estrategia: En vez de competir, innove, Iniciación a la Administración Electrónica, Estrategias de Marketing Online. Community Manager, Estrategia Avanzada para Emprendedores, Liderazgo Real: liderar desde la experiencia, Evaluación de Decisiones Estratégicas, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, How to Build a Startup, Desarrollo rápido de productos innovadores para mercados emergentes, Excel Avanzado"
Estadística descriptiva (2ª edición),1992,"0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901, 0.009900990099009901","564, 456, 607, 778, 550, 1040, 792, 941, 2161, 2425","Introduction to Engineering Mechanics, Differential Equations in Action, The Emancipation Proclamation: What Came Before, How It Worked, And What Followed, The Eurozone Crisis, Functional Hardware Verification, Success - Achieve Success with Emotional Intelligence, Locating, Creating, Licensing and Utilizing OERs, SW12x: China, Learning How to Learn: Powerful mental tools to help you master tough subjects, The Great Poem Series: Unbinding Prometheus"
Curso Práctico de Bioestadística con R (Primera parte) (2ª edición),2001,"1.1094696969696969, 0.8666666666666667, 0.8136363636363636, 0.6666666666666666, 0.6499999999999999, 0.5, 0.5, 0.4769230769230769, 0.41666666666666663, 0.37222222222222223","1713, 1440, 1897, 1437, 1836, 1783, 1481, 982, 1671, 595","R Programming, Aprende Análisis Estadístico de Datos con R, Aprende Análisis Estadístico de Datos con R (2ª edición), Curso Práctico de Bioestadística con R (Primera parte), KIExploRx: Explore Statistics with R, JPAL101x: Evaluating Social Programs, Introduction to Salesforce App Development, Monte Carlo Methods in Finance, Aprende Análisis Estadístico de Datos con R, Computational Methods for Data Analysis"
"Desarrollo en HTML5, CSS y Javascript de WebApps, incluyendo móviles FirefoxOS",2003,"6.46473801253213, 6.0264184579746, 5.51955700593808, 5.1329330939750495, 4.564168213930417, 4.274826692914927, 3.900407925407926, 3.8870362889500263, 3.821042395184272, 3.732592812721276","1816, 324, 551, 452, 2147, 1243, 2208, 2659, 1432, 1205","Web Application Architectures, Web Development, HTML5 Game Development, Programming Languages, FP101x: Introduction to Functional Programming, Begin Programming: Build your First Mobile Game, Desarrollo de Aplicaciones para Android, Intro to HTML and CSS, Desarrollo de Aplicaciones en HTML5 y para Dispositivos Móviles Firefox O.S., Web Engineering II: Developing Mobile HTML5 Apps"
Innotools: Transforma tu idea de negocio (2ª edición),2004,"0.5850879349837589, 0.5, 0.42949907235621526, 0.42871485943775095, 0.3756845564074479, 0.3333333333333333, 0.2953815261044177, 0.2779839208410637, 0.25757575757575757, 0.23707482993197276","1555, 1327, 1990, 1084, 1120, 2361, 1413, 345, 463, 2223","Gerenciamento de Finanças Pessoais, What’s Your Big Idea?, Innovación y Emprendimiento, Valoración de futbolistas, Emprendimiento e innovación social, Introduction to SAP Fiori UX, Social Entrepreneurship, Introduction to Finance, Grow to Greatness: Smart Growth for Private Businesses, Part II, Claves de Educación Financiera para la Ciudadanía"
Robots y Videojuegos en las aulas: Scratch y Arduino para profesores,2005,"2.736537868736011, 2.561326945317484, 1.7112044817927168, 1.6461772626156186, 1.5414252414252416, 1.3924603174603172, 1.155099475687711, 1.0999999999999999, 1.0584485407066053, 1.0556707629288273","2466, 1475, 2216, 2208, 1906, 404, 1420, 2346, 1238, 1564","Introduction to Electronics, Mobile Robotics, GPS: An Introduction to Satellite Navigation, with an interactive Worldwide Laboratory using Smartphones, Desarrollo de Aplicaciones para Android, Pensamiento algorítmico, Control of Mobile Robots, Haptics: Introduction to Haptics, El Romanticismo en el piano: Johannes Brahms, Comprendre les Microcontrôleurs, AMRx: Autonomous Mobile Robots"
"Diseño, Organización y Evaluación de videojuegos y gamificación (2ª edición)",2006,"0.5853603603603603, 0.5020270270270271, 0.5, 0.5, 0.375, 0.27702702702702703, 0.25, 0.18333333333333335, 0.16406406406406407, 0.14285714285714285","2705, 1690, 1967, 1668, 1645, 1819, 1827, 1243, 985, 2263","Serious Game Design and Development, Diseño, Organización y Evaluación de videojuegos y gamificación, Becoming a Blended Learning Designer, , The Art of Drawing and Painting, Introduction to Computational Arts: Visual Arts, Get A Grasp! A Primer Course for Getting Your Comic Started, Begin Programming: Build your First Mobile Game, The Future Of Storytelling, Introduction to Negotiation"
Farmacología Básica,2007,"4.397581629839694, 3.7782956899605304, 3.7013555693133164, 3.158070584386373, 2.975927752459353, 2.931990231990232, 2.34942645074224, 2.2754347068576117, 2.061027757931783, 1.9972025774005968","348, 1418, 384, 739, 499, 2889, 1447, 2271, 1961, 1888","Fundamentals of Pharmacology, Understanding Common Diseases, Medical Neuroscience, Histología básica: los cuatro tejidos fundamentales , Introduction to Pharmacy, Basic Life Support, Good brain, bad brain: Parkinson's disease, Mini Medical School, Perioperative Fluid Therapy, La Seguridad del Paciente"
Estrategias de Marketing Online. Community Manager,2008,"4.528416937527678, 3.6457181707181707, 2.5718789449721657, 2.2089292234608, 2.1879406307977733, 2.1582869511440936, 1.9932325127447077, 1.8809427544602748, 1.5128905685509457, 1.3294671900604103","1137, 2207, 2217, 1004, 2009, 1990, 562, 1221, 902, 1395","Introduction to Marketing, Community Manager, Digital Marketing: Challenges and Insights, Online Advertising, Estrategia de social media para entidades sin ánimo de lucro, Innovación y Emprendimiento, Services Marketing - Selling the Invisible, Use Mapping to Position Your Brand, Strategic Management, An Introduction to Consumer Neuroscience & Neuromarketing "
Estrategia de social media para entidades sin ánimo de lucro,2009,"2.1879406307977733, 1.7333333333333334, 1.5833333333333333, 0.9277777777777778, 0.6446505875077303, 0.6, 0.6, 0.5429824561403509, 0.5, 0.4444444444444444","2008, 2377, 2749, 2217, 1990, 1223, 2011, 715, 869, 1212","Estrategias de Marketing Online. Community Manager, Personal Branding: How to build & manage your image, Digital Marketing Channels: Planning, Digital Marketing: Challenges and Insights, Innovación y Emprendimiento, Attract Talent to Your Organization with Social Media, Managing Your Time, Money, and Career: MBA Insights for Undergraduates, Understanding Media by Understanding Google, Effective Classroom Interactions: Supporting Young Children’s Development, Reduce Your Organization’s Social Media Risk"
Presumed Innocent? The Social Science of Wrongful Conviction,2010,"4.225238787750021, 2.497495513811626, 2.3371445693786117, 2.0789732183502303, 1.8388191474640494, 1.799436571918486, 1.7412529789285454, 1.7176969068229277, 1.6145349166602632, 1.5550477634899045","1935, 2112, 1005, 2021, 600, 2122, 1391, 1781, 989, 920","Forensic psychology: witness investigation, How to Succeed in College, Understanding the Origins of Crime, Crime101x: The Psychology of Criminal Justice, M101P: MongoDB for Python Developers, Econ-1: Principles of Economics, Understanding Violence, GG101x: The Science of Happiness, Thinking Like a Writer, Globalization and You"
"Managing Your Time, Money, and Career: MBA Insights for Undergraduates",2011,"39.08640416513036, 31.258178963460335, 22.650124194457135, 13.72096896612702, 12.968394060866865, 12.836103808705941, 12.479718843577572, 12.208388320042216, 11.648162221508773, 9.539123376623376","2161, 2263, 1844, 840, 1327, 1449, 1811, 1951, 546, 2659","Learning How to Learn: Powerful mental tools to help you master tough subjects, Introduction to Negotiation, Better Leader, Richer Life, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, What’s Your Big Idea?, A beginners’ guide to writing in English for university study, Personal & Family Financial Planning, How to read your boss, Foundations of Business Strategy, Intro to HTML and CSS"
Bioinformatics: Life Sciences on Your Computer,2012,"14.026507695184625, 6.991389504658702, 5.73859351038952, 5.16037791082993, 4.703372477683798, 4.561364718675465, 4.508416609090985, 4.473659945435878, 4.272611217739996, 4.225535492560617","596, 888, 1368, 1712, 1984, 1714, 1033, 1341, 945, 637","Mathematical Biostatistics Boot Camp 1, Case-Based Introduction to Biostatistics, Bioinformatic Methods I, The Data Scientist’s Toolbox, 7.QBWx: Quantitative Biology Workshop, Getting and Cleaning Data, Mathematical Biostatistics Boot Camp 2, 6.00.1x: Introduction to Computer Science and Programming Using Python, MEDX202-01x: Genomic Medicine Gets Personal, 7.00x: Introduction to Biology - The Secret of Life"
Programming Foundations with Python: Learn Object-Oriented Programming,2013,"57.070604745405724, 52.843406300360925, 48.2073277122525, 44.427017660309346, 42.54254829369491, 40.155872698239065, 33.923646648209406, 29.762598072131425, 28.772627460946666, 25.4593862959972","408, 1010, 1341, 320, 831, 1957, 325, 795, 324, 442","An Introduction to Interactive Programming in Python (Part 1), DCO042 - Python For Informatics, 6.00.1x: Introduction to Computer Science and Programming Using Python, Introduction to Computer Science, Introduction to Programming in Java, Programming for Everybody (Python), Programming Languages, Python for Informatics: Exploring Information, Web Development, CS50x: Introduction to Computer Science"
