Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Course Name,Course Id
Intro to Algorithms,364,"60.704161659251916, 58.59645121176506, 52.547804515326455, 52.08117271223584, 49.153842354309035, 48.866112226806656, 30.57875681748234, 30.56599529147226, 29.00639099033907, 28.45583625071768","325, 320, 323, 324, 339, 374, 326, 365, 1010, 319","Programming Languages, Introduction to Computer Science, Design of Computer Programs, Web Development, Algorithms, Part I, Algorithms: Design and Analysis, Part 1, CS387 - Applied Cryptography, Software Testing, DCO042 - Python For Informatics, Artificial Intelligence for Robotics"
Software Testing,365,"70.0174963543541, 64.08168049956414, 41.42161150390823, 38.592949105143376, 36.77315171863083, 30.56599529147226, 27.650137330021803, 23.23860498202576, 20.47633943444268, 20.30331610370397","457, 324, 325, 320, 323, 364, 831, 2335, 1010, 319","Software Debugging, Web Development, Programming Languages, Introduction to Computer Science, Design of Computer Programs, Intro to Algorithms, Introduction to Programming in Java, Software Development Process, DCO042 - Python For Informatics, Artificial Intelligence for Robotics"
Learning from Data (Introductory Machine Learning course),366,"95.47026710317498, 46.22284434014247, 42.61974365555295, 41.63039968168283, 32.99217780677344, 29.84087828748169, 28.576329402419947, 27.397589620551866, 22.81281374727034, 22.74120352022067","835, 1020, 1010, 1240, 1470, 1948, 373, 592, 1480, 1152","Machine Learning, Machine Learning, DCO042 - Python For Informatics, CS1156x: Learning From Data, Introduction to Hadoop and MapReduce, Big Data applications and Analytics, Machine Learning, Introduction to Artificial Intelligence, Intro to Data Science, Data Mining with Weka"
CS-191x: Quantum Mechanics and Quantum Computation,367,"47.15275335684903, 17.58934951476796, 9.339351246995854, 2.7539335543200987, 2.0394771894771893, 1.9598882251610354, 1.94235754555522, 1.530128205128205, 1.4664701821678565, 1.4494672201761754","613, 1185, 554, 2171, 408, 305, 339, 526, 1299, 1470","CS191x: Quantum Mechanics and Quantum Computation, QMSE01: Quantum Mechanics for Scientists and Engineers, Exploring Quantum Physics, 8.05x: Mastering Quantum Mechanics, An Introduction to Interactive Programming in Python (Part 1), Software as a Service, Algorithms, Part I, Linear and Discrete Optimization, Statistical Mechanics: Algorithms and Computations, Introduction to Hadoop and MapReduce"
Rationing and Allocating Scarce Medical Resources,368,"2.2516233766233764, 2.1735182616736015, 1.9863321144874544, 1.6950983482536879, 1.6946654478207879, 1.6849039377086463, 1.3310290841844241, 1.2724793006346402, 1.1053797335350732, 1.009090909090909","914, 3293, 3043, 329, 1354, 369, 432, 383, 1529, 924","PHLX101-02x: Introduction to Bioethics, From State Control to Remote Control: Warfare in the 21st Century, PHIL1440x: The Ethics of Eating, Introduction to Logic, Practical Ethics, Neuroethics, Know Thyself, Think Again: How to Reason and Argue, Technology and Ethics, HSPH-HMS214x: Fundamentals of Clinical Trials"
Neuroethics,369,"5.246065384615216, 3.8253737502533403, 3.0016539320414144, 2.4538103569656964, 2.4459511761017256, 2.3239694771248165, 2.033547318795766, 1.747145139023305, 1.7206840789178617, 1.6849039377086463","914, 1354, 418, 2860, 432, 3043, 346, 329, 383, 368","PHLX101-02x: Introduction to Bioethics, Practical Ethics, Introduction to Philosophy, A Life of Happiness and Fulfillment, Know Thyself, PHIL1440x: The Ethics of Eating, Basic Behavioral Neurology, Introduction to Logic, Think Again: How to Reason and Argue, Rationing and Allocating Scarce Medical Resources"
Introduction to Mathematical Thinking,370,"74.42455240830287, 71.62658962735472, 66.04649040842676, 56.104005883520294, 49.9963418724428, 45.71042193437977, 37.10124179792265, 34.261481473254996, 32.47099294036035, 27.7706566079356","917, 361, 563, 1335, 1496, 1579, 329, 331, 630, 375","EDUC115-S: How to Learn Math: For Students, Introduction to Statistics, Calculus One, UT.9.01x: Effective Thinking Through Mathematics, 6.041x: Introduction to Probability - The Science of Uncertainty, StatLearning: Statistical Learning, Introduction to Logic, Calculus: Single Variable, College Algebra, Computer Science 101"
Design: Creation of Artifacts in Society,371,"13.399875206990352, 12.153664178718357, 8.50742311430921, 7.338091971729894, 7.016201411518412, 4.211479881388152, 4.114418557243297, 3.831829693367681, 3.529751514635079, 3.1301826231786065","983, 1044, 1645, 1830, 2787, 1137, 649, 1381, 1955, 1560","Design 101 (or Design Basics), The Design of Everyday Things, The Art of Drawing and Painting, Design Thinking, Visual Design, Introduction to Marketing, Design Thinking for Business Innovation, Introduction to Systems Engineering, The Design Process, The Art of Photography"
Introduction to Operations Management,372,"76.63219927743474, 50.69289412567796, 49.99844341764774, 49.24420458486829, 48.16950553185321, 35.12604328340395, 32.36044137340966, 31.765653680544258, 31.0166067102673, 29.724296686889357","900, 902, 1137, 769, 840, 794, 625, 1526, 345, 459","Principles of Project Management, Strategic Management, Introduction to Marketing, Introduction to Financial Accounting, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, Project Management Basics, Introduction to Corporate Finance, 80512073X: Financial Analysis and Decision Making, Introduction to Finance, Organizational Analysis (Self-Paced)"
Machine Learning,373,"71.98778952341357, 28.576329402419947, 28.30970494021682, 22.44916428754284, 14.585616696479795, 13.685951175470759, 9.045743236094975, 8.938178519093366, 8.546600711927027, 7.911162615897048","835, 366, 1020, 1026, 1847, 1719, 1579, 1478, 398, 1152","Machine Learning, Learning from Data (Introductory Machine Learning course), Machine Learning, CS 7545, Machine Learning for Trading, Machine Learning 1—Supervised Learning, Practical Machine Learning, StatLearning: Statistical Learning, Data Analysis with R, Neural Networks for Machine Learning, Data Mining with Weka"
"Algorithms: Design and Analysis, Part 1",374,"231.25356516230318, 115.67485026429914, 81.058103400264, 61.44716760075873, 58.699658799611875, 50.810160660973885, 48.866112226806656, 43.33204715089877, 42.21906040414201, 40.55389534082403","339, 426, 835, 921, 616, 340, 364, 1713, 1586, 375","Algorithms, Part I, Algorithms: Design and Analysis, Part 2, Machine Learning, Analysis of Algorithms, Cryptography I, Algorithms, Part II, Intro to Algorithms, R Programming, Introduction to Computer Programming, Computer Science 101"
Computer Science 101,375,"195.72635391576227, 134.2714228103671, 134.1199206808404, 126.00227279992349, 69.08056308882055, 49.27104497064948, 44.307624108217524, 44.01365929622188, 41.542587190232894, 40.55389534082403","442, 323, 303, 320, 1580, 831, 616, 318, 2175, 374","CS50x: Introduction to Computer Science, Design of Computer Programs, Introduction to Databases, Introduction to Computer Science, DB: Introduction to Databases, Introduction to Programming in Java, Cryptography I, Computer Security, CS101: Computer Science 101, Algorithms: Design and Analysis, Part 1"
Automata,376,"19.032033174185628, 18.17058439453027, 16.96762583865852, 15.907165037004924, 15.342131432776938, 14.828965133770545, 13.72296711037382, 13.161887292108974, 12.297898964625318, 12.193111914899587","340, 1186, 339, 616, 745, 835, 375, 2340, 1243, 1176","Algorithms, Part II, Principles of Reactive Programming, Algorithms, Part I, Cryptography I, Bioinformatics Algorithms (Part 1) , Machine Learning, Computer Science 101, LPL: Language, Proof and Logic, Begin Programming: Build your First Mobile Game, Concepts in Game Development"
Bioelectricity: A Quantitative Approach,378,"2.5766739429941676, 2.530218370874646, 2.1963333743428297, 1.9473135857714898, 1.867769360982912, 1.769657259115947, 1.7514735742406624, 1.6923104699166043, 1.5509872163608345, 1.4234351014877802","2375, 490, 444, 381, 376, 1583, 383, 1382, 1725, 1719","Introduction to Chemistry:  Reactions and Ratios, Introduction to Systems Biology, 6.002x: Circuits and Electronics, Introduction to Genetics and Evolution, Automata, Chemistry of Beer, Think Again: How to Reason and Argue, Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets, Algorithmic Thinking (Part 1), Practical Machine Learning"
Healthcare Innovation and Entrepreneurship,379,"5.988894082775581, 4.38985945255295, 3.5536440013374997, 3.128968253968254, 3.0394843228136463, 2.9197548275806016, 2.554209399037638, 1.9284096899524203, 1.809059172087572, 1.7909561843194532","840, 1614, 900, 657, 1844, 1137, 345, 902, 1253, 1386","Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, BUS5.1: Innovating in Health Care, Principles of Project Management, Interprofessional Healthcare Informatics , Better Leader, Richer Life, Introduction to Marketing, Introduction to Finance, Strategic Management, Innovation and Enterprise, Core Concepts in Data Analysis"
Introductory Human Physiology,380,"19.59205299601943, 19.197799655261676, 18.919172092069296, 18.65097093804507, 18.361137010194675, 17.460022156408108, 17.29411512695676, 17.174835914967534, 15.635361631812414, 14.618512850459279","384, 2266, 497, 898, 631, 1391, 1418, 418, 499, 490","Medical Neuroscience, Human Physiology, Exercise Physiology: Understanding the Athlete Within, Introduction to Nursing in Healthcare, Statistics: The Science of Decisions, Understanding Violence, Understanding Common Diseases, Introduction to Philosophy, Introduction to Pharmacy, Introduction to Systems Biology"
Introduction to Genetics and Evolution,381,"21.473849608243416, 18.976914766676217, 17.625255607311065, 16.15085330162771, 12.766914392206676, 11.086457867603741, 9.825172897483892, 9.750048710297726, 8.848831077759648, 8.636154855652991","512, 637, 2161, 1149, 384, 1057, 490, 442, 1642, 1045","Useful Genetics Part 1, 7.00x: Introduction to Biology - The Secret of Life, Learning How to Learn: Powerful mental tools to help you master tough subjects, Useful Genetics Part 2, Medical Neuroscience, Dino 101: Dinosaur Paleobiology, Introduction to Systems Biology, CS50x: Introduction to Computer Science, Microbiology and Forensic Science, Tales from the Genome"
Introduction to Astronomy,382,"43.00114209813645, 18.69183456944301, 18.455386372002554, 13.798030072625068, 11.687366979472241, 9.989664170953805, 9.344004906734213, 9.332465535880251, 8.51772794181213, 8.037210506858653","997, 1574, 401, 363, 2297, 840, 1813, 1174, 709, 1013","Astronomy: Discovering the Universe, How to Read a Mind, Galaxies and Cosmology, Introduction to Physics, HIST1.2x: The Civil War and Reconstruction - 1861-1865, Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, The Science of the Solar System, Basic Physics, Analyzing the Universe, Mathematical Methods for Quantitative Finance"
Think Again: How to Reason and Argue,383,"38.14808535037266, 33.134972992917916, 25.664252590386006, 21.58943126469271, 17.92654249889784, 14.880799816044624, 14.844608945106565, 14.079060412468055, 13.441202741325963, 13.048449559814767","329, 418, 911, 2161, 900, 926, 905, 1482, 710, 559","Introduction to Logic, Introduction to Philosophy, Moralities of Everyday Life, Learning How to Learn: Powerful mental tools to help you master tough subjects, Principles of Project Management, 24.00x: Introduction to Philosophy: God, Knowledge and Consciousness, Writing for the Web, COMM220x_2: Introduction to Public Speaking, Inspiring Leadership through Emotional Intelligence, Spanish Basics"
Medical Neuroscience,384,"41.592130312849214, 30.93690132098207, 26.94347909460603, 22.186868436474974, 19.59205299601943, 17.761617153470908, 16.825624226466285, 16.74167449335678, 15.608017803006977, 12.766914392206676","1538, 403, 1418, 499, 380, 449, 1417, 346, 1447, 381","Introduction to Clinical Neurology, Drugs and the Brain, Understanding Common Diseases, Introduction to Pharmacy, Introductory Human Physiology, Computational Neuroscience, The Human Body as a Machine, Basic Behavioral Neurology, Good brain, bad brain: Parkinson's disease, Introduction to Genetics and Evolution"
Learn to Program: The Fundamentals,385,"34.41389564217042, 21.720774411916814, 19.619362631286748, 14.657038042720599, 13.473137066590606, 10.591945324488998, 9.65944565282454, 7.653172109499915, 7.473327335448543, 7.386019822582291","408, 390, 320, 375, 1957, 442, 1341, 2013, 446, 646","An Introduction to Interactive Programming in Python (Part 1), Learn to Program: Crafting Quality Code, Introduction to Computer Science, Computer Science 101, Programming for Everybody (Python), CS50x: Introduction to Computer Science, 6.00.1x: Introduction to Computer Science and Programming Using Python, Programming Foundations with Python: Learn Object-Oriented Programming, 6.00x: Introduction to Computer Science and Programming, Statistics: Making Sense of Data"
Data Analysis,386,"75.52917650887589, 50.175936849890704, 42.50384553804749, 33.06264556516127, 30.67169334317863, 28.10106560243687, 25.426325235859416, 23.43118689929459, 22.26311003792995, 20.8561147076139","388, 1349, 596, 334, 1713, 1712, 361, 1715, 922, 1714","Computing for Data Analysis, Data Analysis and Statistical Inference , Mathematical Biostatistics Boot Camp 1, Statistics One, R Programming, The Data Scientist’s Toolbox, Introduction to Statistics, Exploratory Data Analysis, Analytic Combinatorics, Getting and Cleaning Data"
Principles of Obesity Economics,387,"3.030147739951102, 2.5417555215288257, 2.481739159284457, 2.0422755349225934, 2.0408730158730157, 1.959329217673951, 1.8992750883508966, 1.8854753307694487, 1.8714940836203293, 1.858260161457836","473, 596, 1702, 386, 1977, 397, 317, 308, 1030, 744","Development Economics, Mathematical Biostatistics Boot Camp 1, International Trade, Data Analysis, Obesity: causes and consequences, Community Change in Public Health, Model Thinking, Game Theory, Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies, Social and Economic Networks:  Models and Analysis"
Computing for Data Analysis,388,"108.96087870872236, 75.52917650887589, 60.85048571805071, 46.324742514910774, 36.34233703679107, 27.62680018419654, 24.982015112849826, 23.543621038583208, 22.939011655658653, 22.328382506588728","595, 386, 1579, 1349, 1713, 1580, 835, 1386, 1712, 361","Computational Methods for Data Analysis, Data Analysis, StatLearning: Statistical Learning, Data Analysis and Statistical Inference , R Programming, DB: Introduction to Databases, Machine Learning, Core Concepts in Data Analysis, The Data Scientist’s Toolbox, Introduction to Statistics"
Clinical Problem Solving,389,"16.093821969476522, 11.514086594805562, 10.637737072333518, 10.251984223723852, 9.67263759540348, 7.689632893575201, 7.510481785713853, 7.279969841575207, 7.029036583302222, 6.655542388255253","1418, 384, 1538, 348, 2574, 1769, 540, 839, 499, 1887","Understanding Common Diseases, Medical Neuroscience, Introduction to Clinical Neurology, Fundamentals of Pharmacology, Teaching and Assessing Clinical Skills, Preventing Chronic Pain: A Human Systems Approach, Data Management for Clinical Research, Clinical Terminology for International and U.S. Students, Introduction to Pharmacy, Vital Signs: Understanding What the Body Is Telling Us"
Learn to Program: Crafting Quality Code,390,"21.720774411916814, 3.922696647277564, 3.642385816668296, 3.211912473491421, 3.145498980567253, 3.122325693581095, 3.070282991510369, 2.865827472232923, 2.8339367315880692, 2.5654285042442937","385, 375, 365, 646, 323, 446, 408, 442, 1850, 845","Learn to Program: The Fundamentals, Computer Science 101, Software Testing, Statistics: Making Sense of Data, Design of Computer Programs, 6.00x: Introduction to Computer Science and Programming, An Introduction to Interactive Programming in Python (Part 1), CS50x: Introduction to Computer Science, Creative coding, Introduction to Systematic Program Design - Part 1"
